# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
1976 2.3650188878e-11 2.4333297654e-16 4.9715149157e-17
1977 2.3683190304e-11 2.4279272023e-16 4.8700009337e-17
1978 2.3716394093e-11 2.4225330999e-16 4.7747408299e-17
1979 2.3749765612e-11 2.4171478735e-16 4.6858872878e-17
1980 2.3783270088e-11 2.4117719398e-16 4.6035935495e-17
1981 2.3816872604e-11 2.4064057172e-16 4.5280134159e-17
1982 2.3850538103e-11 2.4010496254e-16 4.4593012481e-17
1983 2.3884231384e-11 2.3957040857e-16 4.3976119673e-17
1984 2.3917917106e-11 2.3903695210e-16 4.3431010558e-17
1985 2.3951559784e-11 2.3850463558e-16 4.2959245580e-17
1986 2.3985123790e-11 2.3797350158e-16 4.2562390805e-17
1987 2.4018573353e-11 2.3744359285e-16 4.2242017931e-17
1988 2.4051872560e-11 2.3691495229e-16 4.1999704297e-17
1989 2.4084985354e-11 2.3638762295e-16 4.1837032883e-17
1990 2.4117875536e-11 2.3586164802e-16 4.1755592325e-17
1991 2.4150506760e-11 2.3533707087e-16 4.1756976916e-17
1992 2.4182842540e-11 2.3481393499e-16 4.1842786614e-17
1993 2.4214846243e-11 2.3429228407e-16 4.2014627050e-17
1994 2.4246481095e-11 2.3377216190e-16 4.2274109535e-17
1995 2.4277710175e-11 2.3325361247e-16 4.2622851066e-17
1996 2.4308499753e-11 2.3273667158e-16 4.3061440175e-17
1997 2.4338829322e-11 2.3222134192e-16 4.3586326185e-17
1998 2.4368681638e-11 2.3170761781e-16 4.4192907157e-17
1999 2.4398039393e-11 2.3119549354e-16 4.4876561952e-17
2000 2.4426885212e-11 2.3068496335e-16 4.5632650207e-17
2001 2.4455201658e-11 2.3017602143e-16 4.6456512312e-17
2002 2.4482971228e-11 2.2966866194e-16 4.7343469383e-17
2003 2.4510176353e-11 2.2916287899e-16 4.8288823237e-17
2004 2.4536799400e-11 2.2865866663e-16 4.9287856373e-17
2005 2.4562822670e-11 2.2815601888e-16 5.0335831943e-17
2006 2.4588228400e-11 2.2765492971e-16 5.1427993726e-17
2007 2.4612998761e-11 2.2715539303e-16 5.2559566111e-17
2008 2.4637115858e-11 2.2665740273e-16 5.3725754064e-17
2009 2.4660561731e-11 2.2616095264e-16 5.4921743112e-17
2010 2.4683318355e-11 2.2566603654e-16 5.6142699311e-17
2011 2.4705367638e-11 2.2517264817e-16 5.7383769227e-17
2012 2.4726691423e-11 2.2468078123e-16 5.8640079909e-17
2013 2.4747271488e-11 2.2419042936e-16 5.9906738866e-17
2014 2.4767089543e-11 2.2370158616e-16 6.1178834042e-17
2015 2.4786127235e-11 2.2321424518e-16 6.2451433791e-17
2016 2.4804366142e-11 2.2272839995e-16 6.3719586856e-17
2017 2.4821787778e-11 2.2224404390e-16 6.4978322339e-17
2018 2.4838373589e-11 2.2176117047e-16 6.6222649682e-17
2019 2.4854104957e-11 2.2127977302e-16 6.7447558640e-17
2020 2.4868963195e-11 2.2079984486e-16 6.8648019256e-17
2021 2.4882929551e-11 2.2032137928e-16 6.9818981840e-17
2022 2.4895985208e-11 2.1984436951e-16 7.0955376941e-17
2023 2.4908111278e-11 2.1936880872e-16 7.2052115324e-17
2024 2.4919288812e-11 2.1889469005e-16 7.3104087947e-17
2025 2.4929498789e-11 2.1842200659e-16 7.4106165934e-17
2026 2.4938722124e-11 2.1795075138e-16 7.5053200553e-17
2027 2.4946939664e-11 2.1748091740e-16 7.5940023192e-17
2028 2.4954132191e-11 2.1701249761e-16 7.6761445332e-17
2029 2.4960280418e-11 2.1654548491e-16 7.7512258523e-17
2030 2.4965364990e-11 2.1607987215e-16 7.8187234365e-17
2031 2.4969366488e-11 2.1561565213e-16 7.8781124474e-17
2032 2.4972265422e-11 2.1515281760e-16 7.9288660467e-17
2033 2.4974042237e-11 2.1469136128e-16 7.9704553934e-17
2034 2.4974677309e-11 2.1423127583e-16 8.0023496411e-17
2035 2.4974150949e-11 2.1377255386e-16 8.0240159360e-17
2036 2.4972446073e-11 2.1331518818e-16 8.0350912181e-17
2037 2.4969556250e-11 2.1285917247e-16 8.0358989811e-17
2038 2.4965477714e-11 2.1240450062e-16 8.0269362226e-17
2039 2.4960206696e-11 2.1195116648e-16 8.0087019804e-17
2040 2.4953739421e-11 2.1149916384e-16 7.9816973347e-17
2041 2.4946072109e-11 2.1104848646e-16 7.9464254109e-17
2042 2.4937200975e-11 2.1059912807e-16 7.9033913822e-17
2043 2.4927122232e-11 2.1015108232e-16 7.8531024717e-17
2044 2.4915832085e-11 2.0970434285e-16 7.7960679555e-17
2045 2.4903326735e-11 2.0925890325e-16 7.7327991646e-17
2046 2.4889602380e-11 2.0881475706e-16 7.6638094882e-17
2047 2.4874655211e-11 2.0837189779e-16 7.5896143755e-17
2048 2.4858481417e-11 2.0793031888e-16 7.5107313387e-17
2049 2.4841077180e-11 2.0749001376e-16 7.4276799556e-17
2050 2.4822438678e-11 2.0705097581e-16 7.3409818715e-17
2051 2.4802562084e-11 2.0661319834e-16 7.2511608026e-17
2052 2.4781443567e-11 2.0617667464e-16 7.1587425380e-17
2053 2.4759079290e-11 2.0574139797e-16 7.0642549422e-17
2054 2.4735465413e-11 2.0530736151e-16 6.9682279579e-17
2055 2.4710598091e-11 2.0487455842e-16 6.8711936086e-17
2056 2.4684473472e-11 2.0444298182e-16 6.7736860006e-17
2057 2.4657087702e-11 2.0401262478e-16 6.6762413264e-17
2058 2.4628436922e-11 2.0358348032e-16 6.5793978662e-17
2059 2.4598517265e-11 2.0315554142e-16 6.4836959915e-17
2060 2.4567324864e-11 2.0272880102e-16 6.3896781668e-17
2061 2.4534855845e-11 2.0230325201e-16 6.2978889524e-17
2062 2.4501106328e-11 2.0187888726e-16 6.2088750073e-17
2063 2.4466072430e-11 2.0145569956e-16 6.1231850913e-17
2064 2.4429750262e-11 2.0103368167e-16 6.0413700675e-17
2065 2.4392135933e-11 2.0061282632e-16 5.9639829052e-17
2066 2.4353225544e-11 2.0019312618e-16 5.8915786823e-17
2067 2.4313015193e-11 1.9977457389e-16 5.8247145877e-17
2068 2.4271500972e-11 1.9935716202e-16 5.7639499237e-17
2069 2.4228678970e-11 1.9894088312e-16 5.7098461092e-17
2070 2.4184545270e-11 1.9852572970e-16 5.6629666815e-17
2071 2.4139095950e-11 1.9811169419e-16 5.6238772992e-17
2072 2.4092327084e-11 1.9769876902e-16 5.5931457447e-17
2073 2.4044234742e-11 1.9728694655e-16 5.5713419266e-17
2074 2.3994814988e-11 1.9687621910e-16 5.5590378827e-17
2075 2.3944063880e-11 1.9646657894e-16 5.5568077816e-17
2076 2.3891980741e-11 1.9605801701e-16 5.5650527618e-17
2077 2.3838577974e-11 1.9565051901e-16 5.5834740892e-17
2078 2.3783871318e-11 1.9524406927e-16 5.6115962893e-17
2079 2.3727876577e-11 1.9483865205e-16 5.6489419725e-17
2080 2.3670609631e-11 1.9443425154e-16 5.6950318314e-17
2081 2.3612086428e-11 1.9403085183e-16 5.7493846386e-17
2082 2.3552322989e-11 1.9362843697e-16 5.8115172443e-17
2083 2.3491335403e-11 1.9322699091e-16 5.8809445741e-17
2084 2.3429139835e-11 1.9282649753e-16 5.9571796264e-17
2085 2.3365752519e-11 1.9242694064e-16 6.0397334706e-17
2086 2.3301189759e-11 1.9202830397e-16 6.1281152440e-17
2087 2.3235467933e-11 1.9163057117e-16 6.2218321501e-17
2088 2.3168603489e-11 1.9123372583e-16 6.3203894561e-17
2089 2.3100612949e-11 1.9083775145e-16 6.4232904901e-17
2090 2.3031512905e-11 1.9044263145e-16 6.5300366396e-17
2091 2.2961320021e-11 1.9004834919e-16 6.6401273486e-17
2092 2.2890051033e-11 1.8965488795e-16 6.7530601151e-17
2093 2.2817722750e-11 1.8926223092e-16 6.8683304894e-17
2094 2.2744352053e-11 1.8887036122e-16 6.9854320713e-17
2095 2.2669955896e-11 1.8847926192e-16 7.1038565077e-17
2096 2.2594551302e-11 1.8808891596e-16 7.2230934907e-17
2097 2.2518155371e-11 1.8769930626e-16 7.3426307547e-17
2098 2.2440785272e-11 1.8731041562e-16 7.4619540747e-17
2099 2.2362458250e-11 1.8692222678e-16 7.5805472633e-17
2100 2.2283191619e-11 1.8653472242e-16 7.6978921689e-17
2101 2.2203002769e-11 1.8614788511e-16 7.8134686730e-17
2102 2.2121909161e-11 1.8576169737e-16 7.9267546881e-17
2103 2.2039928331e-11 1.8537614163e-16 8.0372261552e-17
2104 2.1957077885e-11 1.8499120024e-16 8.1443570416e-17
2105 2.1873375504e-11 1.8460685548e-16 8.2476193385e-17
2106 2.1788838944e-11 1.8422308955e-16 8.3464830586e-17
2107 2.1703486032e-11 1.8383988458e-16 8.4404162338e-17
2108 2.1617334668e-11 1.8345722260e-16 8.5288849131e-17
2109 2.1530402828e-11 1.8307508559e-16 8.6113531597e-17
2110 2.1442708560e-11 1.8269345544e-16 8.6872830492e-17
2111 2.1354269985e-11 1.8231231395e-16 8.7561346673e-17
2112 2.1265105301e-11 1.8193164287e-16 8.8173661067e-17
2113 2.1175232776e-11 1.8155142384e-16 8.8704334658e-17
2114 2.1084670754e-11 1.8117163845e-16 8.9147908456e-17
2115 2.0993437653e-11 1.8079226818e-16 8.9498903477e-17
2116 2.0901553320e-11 1.8041330139e-16 8.9753165022e-17
2117 2.0809043105e-11 1.8003475402e-16 8.9911905726e-17
2118 2.0715933816e-11 1.7965664904e-16 8.9977690432e-17
2119 2.0622252366e-11 1.7927900947e-16 8.9953094440e-17
2120 2.0528025772e-11 1.7890185841e-16 8.9840703519e-17
2121 2.0433281160e-11 1.7852521905e-16 8.9643113921e-17
2122 2.0338045757e-11 1.7814911464e-16 8.9362932391e-17
2123 2.0242346898e-11 1.7777356852e-16 8.9002776183e-17
2124 2.0146212026e-11 1.7739860413e-16 8.8565273070e-17
2125 2.0049668686e-11 1.7702424495e-16 8.8053061358e-17
2126 1.9952744532e-11 1.7665051456e-16 8.7468789898e-17
2127 1.9855467322e-11 1.7627743661e-16 8.6815118099e-17
2128 1.9757864922e-11 1.7590503485e-16 8.6094715940e-17
2129 1.9659965305e-11 1.7553333309e-16 8.5310263984e-17
2130 1.9561796549e-11 1.7516235521e-16 8.4464453389e-17
2131 1.9463386839e-11 1.7479212521e-16 8.3559985922e-17
2132 1.9364764467e-11 1.7442266711e-16 8.2599573971e-17
2133 1.9265957833e-11 1.7405400507e-16 8.1585940558e-17
2134 1.9166995442e-11 1.7368616330e-16 8.0521819350e-17
2135 1.9067905909e-11 1.7331916607e-16 7.9409954675e-17
2136 1.8968717955e-11 1.7295303778e-16 7.8253101530e-17
2137 1.8869460407e-11 1.7258780286e-16 7.7054025600e-17
2138 1.8770162202e-11 1.7222348585e-16 7.5815503264e-17
2139 1.8670852383e-11 1.7186011136e-16 7.4540321610e-17
2140 1.8571560102e-11 1.7149770410e-16 7.3231278451e-17
2141 1.8472314619e-11 1.7113628881e-16 7.1891182332e-17
2142 1.8373145301e-11 1.7077589037e-16 7.0522852548e-17
2143 1.8274081625e-11 1.7041653371e-16 6.9129119153e-17
2144 1.8175153174e-11 1.7005824383e-16 6.7712822973e-17
2145 1.8076389641e-11 1.6970104584e-16 6.6276815620e-17
2146 1.7977820828e-11 1.6934496491e-16 6.4823959504e-17
2147 1.7879476644e-11 1.6899002630e-16 6.3357127846e-17
2148 1.7781387109e-11 1.6863625533e-16 6.1879204691e-17
2149 1.7683582352e-11 1.6828367745e-16 6.0393084917e-17
2150 1.7586092608e-11 1.6793231813e-16 5.8901674254e-17
2151 1.7488948224e-11 1.6758220297e-16 5.7407889291e-17
2152 1.7392179656e-11 1.6723335762e-16 5.5914657492e-17
2153 1.7295817469e-11 1.6688580784e-16 5.4424917208e-17
2154 1.7199892339e-11 1.6653957944e-16 5.2941617687e-17
2155 1.7104435048e-11 1.6619469833e-16 5.1467719091e-17
2156 1.7009472849e-11 1.6585118280e-16 5.0005772104e-17
2157 1.6915018500e-11 1.6550902037e-16 4.8556653625e-17
2158 1.6821081149e-11 1.6516819080e-16 4.7120822519e-17
2159 1.6727669977e-11 1.6482867375e-16 4.5698739236e-17
2160 1.6634794192e-11 1.6449044878e-16 4.4290865817e-17
2161 1.6542463030e-11 1.6415349538e-16 4.2897665894e-17
2162 1.6450685758e-11 1.6381779293e-16 4.1519604691e-17
2163 1.6359471671e-11 1.6348332075e-16 4.0157149028e-17
2164 1.6268830093e-11 1.6315005803e-16 3.8810767321e-17
2165 1.6178770379e-11 1.6281798389e-16 3.7480929584e-17
2166 1.6089301911e-11 1.6248707737e-16 3.6168107432e-17
2167 1.6000434101e-11 1.6215731740e-16 3.4872774081e-17
2168 1.5912176391e-11 1.6182868284e-16 3.3595404351e-17
2169 1.5824538251e-11 1.6150115243e-16 3.2336474668e-17
2170 1.5737529181e-11 1.6117470485e-16 3.1096463065e-17
2171 1.5651158711e-11 1.6084931867e-16 2.9875849184e-17
2172 1.5565436399e-11 1.6052497237e-16 2.8675114277e-17
2173 1.5480371833e-11 1.6020164434e-16 2.7494741210e-17
2174 1.5395974632e-11 1.5987931289e-16 2.6335214463e-17
2175 1.5312254442e-11 1.5955795623e-16 2.5197020132e-17
2176 1.5229220941e-11 1.5923755246e-16 2.4080645932e-17
2177 1.5146883833e-11 1.5891807963e-16 2.2986581197e-17
2178 1.5065252856e-11 1.5859951566e-16 2.1915316882e-17
2179 1.4984337774e-11 1.5828183840e-16 2.0867345566e-17
2180 1.4904148383e-11 1.5796502559e-16 1.9843161455e-17
2181 1.4824694508e-11 1.5764905489e-16 1.8843260379e-17
2182 1.4745986002e-11 1.5733390387e-16 1.7868139799e-17
2183 1.4668032751e-11 1.5701955001e-16 1.6918298805e-17
2184 1.4590844668e-11 1.5670597068e-16 1.5994238120e-17
2185 1.4514431696e-11 1.5639314317e-16 1.5096460103e-17
2186 1.4438803811e-11 1.5608104468e-16 1.4225468745e-17
2187 1.4363971014e-11 1.5576965231e-16 1.3381769678e-17
2188 1.4289943340e-11 1.5545894307e-16 1.2565870174e-17
2189 1.4216730852e-11 1.5514889387e-16 1.1778279142e-17
2190 1.4144343644e-11 1.5483948154e-16 1.1019507140e-17
2191 1.4072791838e-11 1.5453068282e-16 1.0290066366e-17
2192 1.4002085588e-11 1.5422247433e-16 9.5904706668e-18
2193 1.3932235077e-11 1.5391483262e-16 8.9212355384e-18
2194 1.3863250519e-11 1.5360773414e-16 8.2828781260e-18
2195 1.3795142158e-11 1.5330115525e-16 7.6759172270e-18
2196 1.3727918930e-11 1.5299507677e-16 7.1006365047e-18
2197 1.3661584449e-11 1.5268949778e-16 6.5563723996e-18
2198 1.3596140992e-11 1.5238442192e-16 6.0422214744e-18
2199 1.3531590842e-11 1.5207985281e-16 5.5572767673e-18
2200 1.3467936277e-11 1.5177579410e-16 5.1006277874e-18
2201 1.3405179582e-11 1.5147224946e-16 4.6713605110e-18
2202 1.3343323038e-11 1.5116922254e-16 4.2685573777e-18
2203 1.3282368931e-11 1.5086671699e-16 3.8912972856e-18
2204 1.3222319545e-11 1.5056473650e-16 3.5386555880e-18
2205 1.3163177166e-11 1.5026328474e-16 3.2097040885e-18
2206 1.3104944081e-11 1.4996236539e-16 2.9035110378e-18
2207 1.3047622579e-11 1.4966198214e-16 2.6191411288e-18
2208 1.2991214948e-11 1.4936213868e-16 2.3556554929e-18
2209 1.2935723478e-11 1.4906283872e-16 2.1121116958e-18
2210 1.2881150461e-11 1.4876408596e-16 1.8875637337e-18
2211 1.2827498188e-11 1.4846588410e-16 1.6810620285e-18
2212 1.2774768953e-11 1.4816823688e-16 1.4916534245e-18
2213 1.2722965048e-11 1.4787114802e-16 1.3183811837e-18
2214 1.2672088769e-11 1.4757462123e-16 1.1602849821e-18
2215 1.2622142413e-11 1.4727866027e-16 1.0164009055e-18
2216 1.2573128274e-11 1.4698326888e-16 8.8576144509e-19
2217 1.2525048652e-11 1.4668845079e-16 7.6739549381e-19
2218 1.2477905844e-11 1.4639420977e-16 6.6032834201e-19
2219 1.2431702151e-11 1.4610054957e-16 5.6358167337e-19
2220 1.2386439873e-11 1.4580747396e-16 4.7617356086e-19
2221 1.2342121312e-11 1.4551498672e-16 3.9711846259e-19
2222 1.2298748770e-11 1.4522309162e-16 3.2542721772e-19
2223 1.2256324550e-11 1.4493179245e-16 2.6010704240e-19
2224 1.2214850957e-11 1.4464109299e-16 2.0016152562e-19
2225 1.2174330296e-11 1.4435099705e-16 1.4459062515e-19
2226 1.2134764873e-11 1.4406150842e-16 9.2390663437e-20
2227 1.2096156996e-11 1.4377263091e-16 4.2554323481e-20
2228 1.2058508973e-11 1.4348436834e-16 -5.9293552287e-21
2229 1.2021823113e-11 1.4319672453e-16 -5.4074980832e-20
2230 1.1986101725e-11 1.4290970331e-16 -1.0290081319e-19
2231 1.1951347121e-11 1.4262330850e-16 -1.5342876798e-19
2232 1.1917561613e-11 1.4233754395e-16 -2.0668442080e-19
2233 1.1884747513e-11 1.4205241349e-16 -2.6369701125e-19
2234 1.1852907136e-11 1.4176792099e-16 -3.2549944707e-19
2235 1.1822042795e-11 1.4148407030e-16 -3.9312830818e-19
2236 1.1792154910e-11 1.4120086320e-16 -4.6736373149e-19
2237 1.1763236299e-11 1.4091829319e-16 -5.4794719559e-19
2238 1.1735277849e-11 1.4063635164e-16 -6.3435862285e-19
2239 1.1708270404e-11 1.4035502990e-16 -7.2607603149e-19
2240 1.1682204772e-11 1.4007431926e-16 -8.2257553353e-19
2241 1.1657071718e-11 1.3979421098e-16 -9.2333133260e-19
2242 1.1632861967e-11 1.3951469631e-16 -1.0278157218e-18
2243 1.1609566207e-11 1.3923576641e-16 -1.1354990816e-18
2244 1.1587175082e-11 1.3895741244e-16 -1.2458498776e-18
2245 1.1565679199e-11 1.3867962550e-16 -1.3583346586e-18
2246 1.1545069122e-11 1.3840239667e-16 -1.4724180541e-18
2247 1.1525335378e-11 1.3812571697e-16 -1.5875627724e-18
2248 1.1506468450e-11 1.3784957740e-16 -1.7032295987e-18
2249 1.1488458785e-11 1.3757396891e-16 -1.8188773923e-18
2250 1.1471296785e-11 1.3729888242e-16 -1.9339630850e-18
2251 1.1454972815e-11 1.3702430879e-16 -2.0479416789e-18
2252 1.1439477198e-11 1.3675023887e-16 -2.1602662441e-18
2253 1.1424800217e-11 1.3647666345e-16 -2.2703879164e-18
2254 1.1410932113e-11 1.3620357328e-16 -2.3777558956e-18
2255 1.1397863090e-11 1.3593095910e-16 -2.4818174430e-18
2256 1.1385583307e-11 1.3565881156e-16 -2.5820178796e-18
2257 1.1374082885e-11 1.3538712133e-16 -2.6778005834e-18
2258 1.1363351903e-11 1.3511587898e-16 -2.7686069879e-18
2259 1.1353380400e-11 1.3484507509e-16 -2.8538765795e-18
2260 1.1344158374e-11 1.3457470018e-16 -2.9330468955e-18
2261 1.1335675781e-11 1.3430474472e-16 -3.0055535220e-18
2262 1.1327922539e-11 1.3403519917e-16 -3.0708300917e-18
2263 1.1320888520e-11 1.3376605391e-16 -3.1283082819e-18
2264 1.1314563560e-11 1.3349729932e-16 -3.1774178121e-18
2265 1.1308937451e-11 1.3322892572e-16 -3.2175864421e-18
2266 1.1303999946e-11 1.3296092339e-16 -3.2482399696e-18
2267 1.1299740753e-11 1.3269328257e-16 -3.2688022284e-18
2268 1.1296149543e-11 1.3242599347e-16 -3.2786950859e-18
2269 1.1293215944e-11 1.3215904625e-16 -3.2773384413e-18
2270 1.1290929542e-11 1.3189243104e-16 -3.2641502233e-18
2271 1.1289279883e-11 1.3162613792e-16 -3.2385463876e-18
2272 1.1288256470e-11 1.3136015692e-16 -3.1999409154e-18
2273 1.1287848766e-11 1.3109447807e-16 -3.1477458110e-18
2274 1.1288046191e-11 1.3082909131e-16 -3.0813710994e-18
2275 1.1288838125e-11 1.3056398658e-16 -3.0002248246e-18
2276 1.1290212430e-11 1.3029915990e-16 -2.9036931609e-18
2277 1.1292151016e-11 1.3003463193e-16 -2.7910806136e-18
2278 1.1294634245e-11 1.2977042954e-16 -2.6616694293e-18
2279 1.1297642408e-11 1.2950657969e-16 -2.5147394452e-18
2280 1.1301155723e-11 1.2924310945e-16 -2.3495680856e-18
2281 1.1305154333e-11 1.2898004595e-16 -2.1654303601e-18
2282 1.1309618311e-11 1.2871741644e-16 -1.9615988606e-18
2283 1.1314527653e-11 1.2845524824e-16 -1.7373437585e-18
2284 1.1319862286e-11 1.2819356876e-16 -1.4919328028e-18
2285 1.1325602059e-11 1.2793240551e-16 -1.2246313165e-18
2286 1.1331726752e-11 1.2767178609e-16 -9.3470219511e-19
2287 1.1338216067e-11 1.2741173818e-16 -6.2140590306e-19
2288 1.1345049636e-11 1.2715228955e-16 -2.8400047170e-19
2289 1.1352207015e-11 1.2689346808e-16 7.8258503525e-20
2290 1.1359667688e-11 1.2663530173e-16 4.6611786563e-19
2291 1.1367411063e-11 1.2637781854e-16 8.8032689869e-19
2292 1.1375416476e-11 1.2612104665e-16 1.3216373305e-18
2293 1.1383663187e-11 1.2586501429e-16 1.7908033350e-18
2294 1.1392130385e-11 1.2560974978e-16 2.2885815353e-18
2295 1.1400797181e-11 1.2535528154e-16 2.8157310057e-18
2296 1.1409642613e-11 1.2510163807e-16 3.3730132746e-18
2297 1.1418645647e-11 1.2484884796e-16 3.9611923273e-18
2298 1.1427785171e-11 1.2459693990e-16 4.5810346083e-18
2299 1.1437040000e-11 1.2434594267e-16 5.2333090239e-18
2300 1.1446388876e-11 1.2409588514e-16 5.9187869450e-18
2301 1.1455810463e-11 1.2384679626e-16 6.6382422095e-18
2302 1.1465283353e-11 1.2359870510e-16 7.3924511253e-18
2303 1.1474786061e-11 1.2335164080e-16 8.1821924721e-18
2304 1.1484297029e-11 1.2310563258e-16 9.0082475051e-18
2305 1.1493794622e-11 1.2286070979e-16 9.8713999565e-18
2306 1.1503257133e-11 1.2261690184e-16 1.0772436039e-17
2307 1.1512662775e-11 1.2237423825e-16 1.1712144448e-17
2308 1.1521989691e-11 1.2213274862e-16 1.2691316363e-17
2309 1.1531215944e-11 1.2189246264e-16 1.3710745454e-17
2310 1.1540319526e-11 1.2165341012e-16 1.4771227879e-17
2311 1.1549278349e-11 1.2141562093e-16 1.5873562291e-17
2312 1.1558070252e-11 1.2117912505e-16 1.7018549838e-17
2313 1.1566672998e-11 1.2094395255e-16 1.8206994165e-17
2314 1.1575064275e-11 1.2071013359e-16 1.9439701420e-17
2315 1.1583221693e-11 1.2047769843e-16 2.0717480254e-17
2316 1.1591125964e-11 1.2024666547e-16 2.2040340548e-17
2317 1.1598770449e-11 1.2001700542e-16 2.3405084057e-17
2318 1.1606151671e-11 1.1978867691e-16 2.4807698538e-17
2319 1.1613266141e-11 1.1956163840e-16 2.6244157632e-17
2320 1.1620110361e-11 1.1933584823e-16 2.7710420848e-17
2321 1.1626680821e-11 1.1911126456e-16 2.9202433545e-17
2322 1.1632974003e-11 1.1888784540e-16 3.0716126918e-17
2323 1.1638986378e-11 1.1866554860e-16 3.2247417984e-17
2324 1.1644714406e-11 1.1844433188e-16 3.3792209564e-17
2325 1.1650154536e-11 1.1822415277e-16 3.5346390270e-17
2326 1.1655303208e-11 1.1800496866e-16 3.6905834489e-17
2327 1.1660156853e-11 1.1778673680e-16 3.8466402369e-17
2328 1.1664711888e-11 1.1756941425e-16 4.0023939800e-17
2329 1.1668964723e-11 1.1735295795e-16 4.1574278401e-17
2330 1.1672911755e-11 1.1713732467e-16 4.3113235508e-17
2331 1.1676549374e-11 1.1692247100e-16 4.4636614150e-17
2332 1.1679873955e-11 1.1670835341e-16 4.6140203044e-17
2333 1.1682881867e-11 1.1649492819e-16 4.7619776573e-17
2334 1.1685569466e-11 1.1628215149e-16 4.9071094770e-17
2335 1.1687933099e-11 1.1606997929e-16 5.0489903309e-17
2336 1.1689969101e-11 1.1585836742e-16 5.1871933483e-17
2337 1.1691673797e-11 1.1564727154e-16 5.3212902193e-17
2338 1.1693043504e-11 1.1543664717e-16 5.4508511930e-17
2339 1.1694074525e-11 1.1522644966e-16 5.5754450762e-17
2340 1.1694763154e-11 1.1501663421e-16 5.6946392316e-17
2341 1.1695105675e-11 1.1480715586e-16 5.8079995766e-17
2342 1.1695098362e-11 1.1459796948e-16 5.9150905815e-17
2343 1.1694737477e-11 1.1438902981e-16 6.0154752680e-17
2344 1.1694019271e-11 1.1418029139e-16 6.1087152077e-17
2345 1.1692939987e-11 1.1397170864e-16 6.1943705209e-17
2346 1.1691495855e-11 1.1376323580e-16 6.2719998743e-17
2347 1.1689683097e-11 1.1355482697e-16 6.3411604804e-17
2348 1.1687497921e-11 1.1334643606e-16 6.4014080950e-17
2349 1.1684936528e-11 1.1313801684e-16 6.4522970166e-17
2350 1.1681995107e-11 1.1292952293e-16 6.4933800843e-17
2351 1.1678669834e-11 1.1272090776e-16 6.5242086763e-17
2352 1.1674956879e-11 1.1251212464e-16 6.5443327085e-17
2353 1.1670852399e-11 1.1230312669e-16 6.5533006331e-17
2354 1.1666352538e-11 1.1209386688e-16 6.5506594367e-17
2355 1.1661453435e-11 1.1188429801e-16 6.5359546391e-17
2356 1.1656151481e-11 1.1167438503e-16 6.5088932860e-17
2357 1.1650444132e-11 1.1146414204e-16 6.4698340375e-17
2358 1.1644329108e-11 1.1125359548e-16 6.4193001220e-17
2359 1.1637804121e-11 1.1104277190e-16 6.3578166208e-17
2360 1.1630866879e-11 1.1083169793e-16 6.2859104696e-17
2361 1.1623515085e-11 1.1062040031e-16 6.2041104609e-17
2362 1.1615746436e-11 1.1040890583e-16 6.1129472457e-17
2363 1.1607558625e-11 1.1019724142e-16 6.0129533358e-17
2364 1.1598949339e-11 1.0998543406e-16 5.9046631054e-17
2365 1.1589916260e-11 1.0977351085e-16 5.7886127934e-17
2366 1.1580457064e-11 1.0956149895e-16 5.6653405053e-17
2367 1.1570569423e-11 1.0934942564e-16 5.5353862151e-17
2368 1.1560251003e-11 1.0913731827e-16 5.3992917674e-17
2369 1.1549499465e-11 1.0892520430e-16 5.2576008795e-17
2370 1.1538312465e-11 1.0871311126e-16 5.1108591429e-17
2371 1.1526687652e-11 1.0850106679e-16 4.9596140260e-17
2372 1.1514622673e-11 1.0828909860e-16 4.8044148756e-17
2373 1.1502115167e-11 1.0807723452e-16 4.6458129190e-17
2374 1.1489162768e-11 1.0786550244e-16 4.4843612660e-17
2375 1.1475763107e-11 1.0765393037e-16 4.3206149110e-17
2376 1.1461913806e-11 1.0744254638e-16 4.1551307347e-17
2377 1.1447612486e-11 1.0723137867e-16 3.9884675065e-17
2378 1.1432856759e-11 1.0702045550e-16 3.8211858861e-17
2379 1.1417644233e-11 1.0680980523e-16 3.6538484259e-17
2380 1.1401972512e-11 1.0659945633e-16 3.4870195724e-17
2381 1.1385839193e-11 1.0638943733e-16 3.3212656689e-17
2382 1.1369241869e-11 1.0617977688e-16 3.1571549569e-17
2383 1.1352178126e-11 1.0597050370e-16 2.9952575785e-17
2384 1.1334645546e-11 1.0576164663e-16 2.8361455781e-17
2385 1.1316641706e-11 1.0555323458e-16 2.6803929045e-17
2386 1.1298164176e-11 1.0534529655e-16 2.5285754131e-17
2387 1.1279210523e-11 1.0513786164e-16 2.3812708673e-17
2388 1.1259778306e-11 1.0493095906e-16 2.2390589413e-17
2389 1.1239865080e-11 1.0472461809e-16 2.1025212215e-17
2390 1.1219468396e-11 1.0451886810e-16 1.9722412086e-17
2391 1.1198585798e-11 1.0431373857e-16 1.8488043196e-17
2392 1.1177214824e-11 1.0410925906e-16 1.7327978902e-17
2393 1.1155353009e-11 1.0390545924e-16 1.6248111760e-17
