# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
 413 1.6087803314e-10 9.3453476284e-14 1.0631995208e-14
 414 1.6093855021e-10 9.2691892067e-14 1.0539611916e-14
 415 1.6103503745e-10 9.1938340025e-14 1.0454596146e-14
 416 1.6116699497e-10 9.1192742525e-14 1.0376371796e-14
 417 1.6133390522e-10 9.0455017359e-14 1.0304349980e-14
 418 1.6153523284e-10 8.9725077718e-14 1.0237928952e-14
 419 1.6177042453e-10 8.9002832149e-14 1.0176494021e-14
 420 1.6203890893e-10 8.8288184522e-14 1.0119417474e-14
 421 1.6234009651e-10 8.7581033999e-14 1.0066058495e-14
 422 1.6267337943e-10 8.6881274991e-14 1.0015763083e-14
 423 1.6303813144e-10 8.6188797131e-14 9.9678639724e-15
 424 1.6343370773e-10 8.5503485233e-14 9.9216805561e-15
 425 1.6385944481e-10 8.4825219259e-14 9.8765188008e-15
 426 1.6431466041e-10 8.4153874283e-14 9.8316711689e-15
 427 1.6479865334e-10 8.3489320458e-14 9.7864165381e-15
 428 1.6531070337e-10 8.2831422979e-14 9.7400201211e-15
 429 1.6585007110e-10 8.2180042046e-14 9.6917333851e-15
 430 1.6641599784e-10 8.1535032834e-14 9.6407939720e-15
 431 1.6700770551e-10 8.0896245451e-14 9.5864256178e-15
 432 1.6762439647e-10 8.0263524911e-14 9.5278380725e-15
 433 1.6826525344e-10 7.9636711091e-14 9.4642270201e-15
 434 1.6892943936e-10 7.9015638699e-14 9.3947739978e-15
 435 1.6961609726e-10 7.8400137241e-14 9.3186463165e-15
 436 1.7032442391e-10 7.7790060302e-14 9.2351838792e-15
 437 1.7105389364e-10 7.7185374541e-14 9.1444666575e-15
 438 1.7180404176e-10 7.6586073595e-14 9.0467659693e-15
 439 1.7257439135e-10 7.5992149007e-14 8.9423593256e-15
 440 1.7336445319e-10 7.5403590216e-14 8.8315304684e-15
 441 1.7417372574e-10 7.4820384534e-14 8.7145694077e-15
 442 1.7500169497e-10 7.4242517131e-14 8.5917724593e-15
 443 1.7584783436e-10 7.3669971021e-14 8.4634422822e-15
 444 1.7671160480e-10 7.3102727041e-14 8.3298879159e-15
 445 1.7759245449e-10 7.2540763838e-14 8.1914248182e-15
 446 1.7848981891e-10 7.1984057852e-14 8.0483749025e-15
 447 1.7940312068e-10 7.1432583295e-14 7.9010665753e-15
 448 1.8033176955e-10 7.0886312139e-14 7.7498347736e-15
 449 1.8127516228e-10 7.0345214099e-14 7.5950210025e-15
 450 1.8223268259e-10 6.9809256612e-14 7.4369733728e-15
 451 1.8320370104e-10 6.9278404825e-14 7.2760466380e-15
 452 1.8418757502e-10 6.8752621577e-14 7.1126022323e-15
 453 1.8518364860e-10 6.8231867380e-14 6.9470083081e-15
 454 1.8619125253e-10 6.7716100405e-14 6.7796397728e-15
 455 1.8720970408e-10 6.7205276466e-14 6.6108783271e-15
 456 1.8823830703e-10 6.6699348999e-14 6.4411125020e-15
 457 1.8927635157e-10 6.6198269049e-14 6.2707376964e-15
 458 1.9032311422e-10 6.5701985251e-14 6.1001562147e-15
 459 1.9137785775e-10 6.5210443818e-14 5.9297773039e-15
 460 1.9243983112e-10 6.4723588516e-14 5.7600171918e-15
 461 1.9350826938e-10 6.4241360656e-14 5.5912991235e-15
 462 1.9458239362e-10 6.3763699071e-14 5.4240533998e-15
 463 1.9566141086e-10 6.3290540102e-14 5.2587174142e-15
 464 1.9674451403e-10 6.2821817583e-14 5.0957356903e-15
 465 1.9783088180e-10 6.2357462818e-14 4.9355599197e-15
 466 1.9891967862e-10 6.1897404572e-14 4.7786489991e-15
 467 2.0001005453e-10 6.1441569049e-14 4.6254690680e-15
 468 2.0110114517e-10 6.0989879878e-14 4.4764935459e-15
 469 2.0219207166e-10 6.0542258096e-14 4.3322031701e-15
 470 2.0328194053e-10 6.0098622127e-14 4.1930860333e-15
 471 2.0436984365e-10 5.9658887773e-14 4.0596376203e-15
 472 2.0545485814e-10 5.9222968192e-14 3.9323608465e-15
 473 2.0653604632e-10 5.8790773880e-14 3.8117660947e-15
 474 2.0761245559e-10 5.8362212660e-14 3.6983712527e-15
 475 2.0868311840e-10 5.7937189660e-14 3.5927017511e-15
 476 2.0974716334e-10 5.7515623572e-14 3.4951651869e-15
 477 2.1080415231e-10 5.7097495999e-14 3.4056709063e-15
 478 2.1185375352e-10 5.6682803583e-14 3.3239988740e-15
 479 2.1289563117e-10 5.6271541857e-14 3.2499240080e-15
 480 2.1392944550e-10 5.5863705240e-14 3.1832161505e-15
 481 2.1495485268e-10 5.5459287030e-14 3.1236400388e-15
 482 2.1597150487e-10 5.5058279389e-14 3.0709552771e-15
 483 2.1697905019e-10 5.4660673345e-14 3.0249163071e-15
 484 2.1797713265e-10 5.4266458775e-14 2.9852723795e-15
 485 2.1896539220e-10 5.3875624402e-14 2.9517675253e-15
 486 2.1994346465e-10 5.3488157784e-14 2.9241405266e-15
 487 2.2091098172e-10 5.3104045308e-14 2.9021248883e-15
 488 2.2186757096e-10 5.2723272181e-14 2.8854488089e-15
 489 2.2281285576e-10 5.2345822422e-14 2.8738351520e-15
 490 2.2374645534e-10 5.1971678854e-14 2.8670014170e-15
 491 2.2466798471e-10 5.1600823096e-14 2.8646597111e-15
 492 2.2557705466e-10 5.1233235553e-14 2.8665167198e-15
 493 2.2647327176e-10 5.0868895411e-14 2.8722736782e-15
 494 2.2735623832e-10 5.0507780627e-14 2.8816263426e-15
 495 2.2822555239e-10 5.0149867921e-14 2.8942649614e-15
 496 2.2908080770e-10 4.9795132768e-14 2.9098742462e-15
 497 2.2992159371e-10 4.9443549392e-14 2.9281333432e-15
 498 2.3074749555e-10 4.9095090752e-14 2.9487158042e-15
 499 2.3155809398e-10 4.8749728541e-14 2.9712895583e-15
 500 2.3235296543e-10 4.8407433174e-14 2.9955168823e-15
 501 2.3313168194e-10 4.8068173780e-14 3.0210543726e-15
 502 2.3389381116e-10 4.7731918194e-14 3.0475529160e-15
 503 2.3463891631e-10 4.7398632950e-14 3.0746576609e-15
 504 2.3536655621e-10 4.7068283273e-14 3.1020079890e-15
 505 2.3607628519e-10 4.6740833069e-14 3.1292374857e-15
 506 2.3676765316e-10 4.6416244918e-14 3.1559739120e-15
 507 2.3744020549e-10 4.6094480066e-14 3.1818391752e-15
 508 2.3809348309e-10 4.5775498416e-14 3.2064493005e-15
 509 2.3872702234e-10 4.5459258523e-14 3.2294144019e-15
 510 2.3934035506e-10 4.5145717581e-14 3.2503386534e-15
 511 2.3993300853e-10 4.4834831417e-14 3.2688202606e-15
 512 2.4050450547e-10 4.4526554487e-14 3.2844514314e-15
 513 2.4105436397e-10 4.4220839859e-14 3.2968183473e-15
 514 2.4158209753e-10 4.3917639215e-14 3.3055011350e-15
 515 2.4208721504e-10 4.3616902834e-14 3.3100738370e-15
 516 2.4256930697e-10 4.3318587435e-14 3.3102025003e-15
 517 2.4302830691e-10 4.3022679949e-14 3.3059425406e-15
 518 2.4346423740e-10 4.2729174398e-14 3.2974497067e-15
 519 2.4387712436e-10 4.2438064107e-14 3.2848827374e-15
 520 2.4426699711e-10 4.2149341703e-14 3.2684033765e-15
 521 2.4463388838e-10 4.1862999102e-14 3.2481763884e-15
 522 2.4497783437e-10 4.1579027513e-14 3.2243695734e-15
 523 2.4529887470e-10 4.1297417429e-14 3.1971537827e-15
 524 2.4559705251e-10 4.1018158623e-14 3.1667029344e-15
 525 2.4587241444e-10 4.0741240145e-14 3.1331940281e-15
 526 2.4612501063e-10 4.0466650312e-14 3.0968071607e-15
 527 2.4635489479e-10 4.0194376714e-14 3.0577255417e-15
 528 2.4656212419e-10 3.9924406196e-14 3.0161355083e-15
 529 2.4674675968e-10 3.9656724866e-14 2.9722265408e-15
 530 2.4690886574e-10 3.9391318082e-14 2.9261912784e-15
 531 2.4704851046e-10 3.9128170451e-14 2.8782255336e-15
 532 2.4716576559e-10 3.8867265821e-14 2.8285283084e-15
 533 2.4726070654e-10 3.8608587284e-14 2.7773018094e-15
 534 2.4733341242e-10 3.8352117162e-14 2.7247514627e-15
 535 2.4738396606e-10 3.8097837009e-14 2.6710859298e-15
 536 2.4741245401e-10 3.7845727602e-14 2.6165171226e-15
 537 2.4741896659e-10 3.7595768943e-14 2.5612602190e-15
 538 2.4740359789e-10 3.7347940245e-14 2.5055336779e-15
 539 2.4736644578e-10 3.7102219936e-14 2.4495592548e-15
 540 2.4730761198e-10 3.6858585648e-14 2.3935620170e-15
 541 2.4722720202e-10 3.6617014219e-14 2.3377703589e-15
 542 2.4712532530e-10 3.6377481681e-14 2.2824160176e-15
 543 2.4700209511e-10 3.6139963262e-14 2.2277340878e-15
 544 2.4685762862e-10 3.5904433376e-14 2.1739630376e-15
 545 2.4669204695e-10 3.5670865622e-14 2.1213447234e-15
 546 2.4650547512e-10 3.5439232780e-14 2.0701244056e-15
 547 2.4629804217e-10 3.5209506802e-14 2.0205507636e-15
 548 2.4606988108e-10 3.4981658811e-14 1.9728759116e-15
 549 2.4582112885e-10 3.4755659097e-14 1.9273554132e-15
 550 2.4555192651e-10 3.4531477109e-14 1.8842482975e-15
 551 2.4526241913e-10 3.4309081455e-14 1.8438170741e-15
 552 2.4495275587e-10 3.4088439891e-14 1.8063277482e-15
 553 2.4462308994e-10 3.3869519325e-14 1.7720498365e-15
 554 2.4427357870e-10 3.3652285802e-14 1.7412563818e-15
 555 2.4390438361e-10 3.3436704511e-14 1.7142239692e-15
 556 2.4351569324e-10 3.3222745312e-14 1.6911668530e-15
 557 2.4310779271e-10 3.3010399528e-14 1.6720374141e-15
 558 2.4268099611e-10 3.2799663588e-14 1.6567205077e-15
 559 2.4223562372e-10 3.2590533521e-14 1.6450988687e-15
 560 2.4177200206e-10 3.2383004957e-14 1.6370531009e-15
 561 2.4129046392e-10 3.2177073119e-14 1.6324616670e-15
 562 2.4079134838e-10 3.1972732827e-14 1.6312008783e-15
 563 2.4027500086e-10 3.1769978490e-14 1.6331448848e-15
 564 2.3974177313e-10 3.1568804110e-14 1.6381656648e-15
 565 2.3919202332e-10 3.1369203270e-14 1.6461330146e-15
 566 2.3862611602e-10 3.1171169142e-14 1.6569145383e-15
 567 2.3804442223e-10 3.0974694477e-14 1.6703756381e-15
 568 2.3744731944e-10 3.0779771606e-14 1.6863795034e-15
 569 2.3683519164e-10 3.0586392437e-14 1.7047871010e-15
 570 2.3620842936e-10 3.0394548453e-14 1.7254571648e-15
 571 2.3556742969e-10 3.0204230706e-14 1.7482461858e-15
 572 2.3491259631e-10 3.0015429822e-14 1.7730084015e-15
 573 2.3424433953e-10 2.9828135990e-14 1.7995957860e-15
 574 2.3356307631e-10 2.9642338966e-14 1.8278580400e-15
 575 2.3286923030e-10 2.9458028068e-14 1.8576425799e-15
 576 2.3216323186e-10 2.9275192173e-14 1.8887945283e-15
 577 2.3144551808e-10 2.9093819715e-14 1.9211567036e-15
 578 2.3071653284e-10 2.8913898684e-14 1.9545696097e-15
 579 2.2997672681e-10 2.8735416622e-14 1.9888714257e-15
 580 2.2922655750e-10 2.8558360620e-14 2.0238979960e-15
 581 2.2846648929e-10 2.8382717318e-14 2.0594828200e-15
 582 2.2769699343e-10 2.8208472901e-14 2.0954570417e-15
 583 2.2691854810e-10 2.8035613095e-14 2.1316494399e-15
 584 2.2613163845e-10 2.7864123167e-14 2.1678864175e-15
 585 2.2533675658e-10 2.7693987924e-14 2.2039919918e-15
 586 2.2453440162e-10 2.7525191705e-14 2.2397877840e-15
 587 2.2372507973e-10 2.7357718384e-14 2.2750930090e-15
 588 2.2290930416e-10 2.7191551365e-14 2.3097244653e-15
 589 2.2208759525e-10 2.7026673579e-14 2.3434965249e-15
 590 2.2126048045e-10 2.6863067484e-14 2.3762211230e-15
 591 2.2042849439e-10 2.6700715060e-14 2.4077077475e-15
 592 2.1959217889e-10 2.6539597809e-14 2.4377634295e-15
 593 2.1875208299e-10 2.6379696751e-14 2.4661927323e-15
 594 2.1790876297e-10 2.6220992420e-14 2.4927977420e-15
 595 2.1706278239e-10 2.6063464865e-14 2.5173780565e-15
 596 2.1621467407e-10 2.5907096288e-14 2.5397795370e-15
 597 2.1536482491e-10 2.5751879033e-14 2.5600418892e-15
 598 2.1451358832e-10 2.5597807788e-14 2.5782546688e-15
 599 2.1366132201e-10 2.5444876960e-14 2.5945088527e-15
 600 2.1280838804e-10 2.5293080669e-14 2.6088968458e-15
 601 2.1195515280e-10 2.5142412752e-14 2.6215124868e-15
 602 2.1110198706e-10 2.4992866757e-14 2.6324510549e-15
 603 2.1024926597e-10 2.4844435945e-14 2.6418092755e-15
 604 2.0939736907e-10 2.4697113287e-14 2.6496853269e-15
 605 2.0854668032e-10 2.4550891460e-14 2.6561788463e-15
 606 2.0769758813e-10 2.4405762850e-14 2.6613909362e-15
 607 2.0685048534e-10 2.4261719548e-14 2.6654241706e-15
 608 2.0600576927e-10 2.4118753347e-14 2.6683826011e-15
 609 2.0516384171e-10 2.3976855743e-14 2.6703717634e-15
 610 2.0432510897e-10 2.3836017934e-14 2.6714986834e-15
 611 2.0348998186e-10 2.3696230815e-14 2.6718718834e-15
 612 2.0265887574e-10 2.3557484978e-14 2.6716013885e-15
 613 2.0183221052e-10 2.3419770714e-14 2.6707987328e-15
 614 2.0101041066e-10 2.3283078006e-14 2.6695769654e-15
 615 2.0019390524e-10 2.3147396529e-14 2.6680506571e-15
 616 1.9938312791e-10 2.3012715651e-14 2.6663359064e-15
 617 1.9857851696e-10 2.2879024429e-14 2.6645503456e-15
 618 1.9778051531e-10 2.2746311609e-14 2.6628131473e-15
 619 1.9698957054e-10 2.2614565622e-14 2.6612450306e-15
 620 1.9620613488e-10 2.2483774585e-14 2.6599682672e-15
 621 1.9543066528e-10 2.2353926298e-14 2.6591066878e-15
 622 1.9466362336e-10 2.2225008245e-14 2.6587856884e-15
 623 1.9390547550e-10 2.2097007587e-14 2.6591322362e-15
 624 1.9315669278e-10 2.1969911166e-14 2.6602748764e-15
 625 1.9241775106e-10 2.1843705501e-14 2.6623437379e-15
 626 1.9168913096e-10 2.1718376788e-14 2.6654705399e-15
 627 1.9097131789e-10 2.1593910893e-14 2.6697885981e-15
 628 1.9026480209e-10 2.1470293360e-14 2.6754328307e-15
 629 1.8957007859e-10 2.1347509401e-14 2.6825397649e-15
 630 1.8888764727e-10 2.1225543897e-14 2.6912475433e-15
 631 1.8821801287e-10 2.1104381399e-14 2.7016959297e-15
 632 1.8756168502e-10 2.0984006124e-14 2.7140263156e-15
 633 1.8691917821e-10 2.0864401954e-14 2.7283817264e-15
 634 1.8629101186e-10 2.0745552432e-14 2.7449068279e-15
 635 1.8567771031e-10 2.0627440766e-14 2.7637479321e-15
 636 1.8507973605e-10 2.0510052853e-14 2.7850098041e-15
 637 1.8449728770e-10 2.0393386449e-14 2.8086249832e-15
 638 1.8393049745e-10 2.0277442203e-14 2.8344814796e-15
 639 1.8337949741e-10 2.0162220656e-14 2.8624656970e-15
 640 1.8284441961e-10 2.0047722229e-14 2.8924624254e-15
 641 1.8232539599e-10 1.9933947230e-14 2.9243548351e-15
 642 1.8182255843e-10 1.9820895849e-14 2.9580244697e-15
 643 1.8133603870e-10 1.9708568159e-14 2.9933512400e-15
 644 1.8086596849e-10 1.9596964118e-14 3.0302134169e-15
 645 1.8041247939e-10 1.9486083562e-14 3.0684876256e-15
 646 1.7997570291e-10 1.9375926209e-14 3.1080488383e-15
 647 1.7955577044e-10 1.9266491660e-14 3.1487703681e-15
 648 1.7915281329e-10 1.9157779393e-14 3.1905238622e-15
 649 1.7876696264e-10 1.9049788765e-14 3.2331792957e-15
 650 1.7839834960e-10 1.8942519013e-14 3.2766049647e-15
 651 1.7804710514e-10 1.8835969251e-14 3.3206674798e-15
 652 1.7771336012e-10 1.8730138470e-14 3.3652317599e-15
 653 1.7739724529e-10 1.8625025538e-14 3.4101610250e-15
 654 1.7709889130e-10 1.8520629197e-14 3.4553167906e-15
 655 1.7681842865e-10 1.8416948067e-14 3.5005588600e-15
 656 1.7655598773e-10 1.8313980641e-14 3.5457453187e-15
 657 1.7631169880e-10 1.8211725285e-14 3.5907325274e-15
 658 1.7608569198e-10 1.8110180240e-14 3.6353751156e-15
 659 1.7587809729e-10 1.8009343618e-14 3.6795259750e-15
 660 1.7568904458e-10 1.7909213404e-14 3.7230362529e-15
 661 1.7551866358e-10 1.7809787454e-14 3.7657553457e-15
 662 1.7536708387e-10 1.7711063494e-14 3.8075308924e-15
 663 1.7523443489e-10 1.7613039120e-14 3.8482087680e-15
 664 1.7512084594e-10 1.7515711798e-14 3.8876330771e-15
 665 1.7502644616e-10 1.7419078863e-14 3.9256461470e-15
 666 1.7495136454e-10 1.7323137516e-14 3.9620885215e-15
 667 1.7489572991e-10 1.7227884828e-14 3.9967989542e-15
 668 1.7485967096e-10 1.7133317735e-14 4.0296144019e-15
 669 1.7484331620e-10 1.7039433038e-14 4.0603700182e-15
 670 1.7484679399e-10 1.6946227407e-14 4.0888991469e-15
 671 1.7487023250e-10 1.6853697372e-14 4.1150333154e-15
 672 1.7491375977e-10 1.6761839331e-14 4.1386022283e-15
 673 1.7497750363e-10 1.6670649545e-14 4.1594337604e-15
 674 1.7506159176e-10 1.6580124134e-14 4.1773539509e-15
 675 1.7516615164e-10 1.6490259085e-14 4.1921869962e-15
 676 1.7529126093e-10 1.6401050315e-14 4.2038060440e-15
 677 1.7543679733e-10 1.6312493884e-14 4.2122867904e-15
 678 1.7560258545e-10 1.6224585791e-14 4.2177571823e-15
 679 1.7578844616e-10 1.6137321896e-14 4.2203469235e-15
 680 1.7599419660e-10 1.6050697926e-14 4.2201874817e-15
 681 1.7621965015e-10 1.5964709468e-14 4.2174120951e-15
 682 1.7646461637e-10 1.5879351976e-14 4.2121557792e-15
 683 1.7672890107e-10 1.5794620761e-14 4.2045553338e-15
 684 1.7701230621e-10 1.5710510999e-14 4.1947493495e-15
 685 1.7731462995e-10 1.5627017726e-14 4.1828782144e-15
 686 1.7763566660e-10 1.5544135838e-14 4.1690841213e-15
 687 1.7797520658e-10 1.5461860089e-14 4.1535110741e-15
 688 1.7833303648e-10 1.5380185094e-14 4.1363048945e-15
 689 1.7870893897e-10 1.5299105326e-14 4.1176132294e-15
 690 1.7910269282e-10 1.5218615113e-14 4.0975855567e-15
 691 1.7951407286e-10 1.5138708644e-14 4.0763731930e-15
 692 1.7994285002e-10 1.5059379960e-14 4.0541292998e-15
 693 1.8038879123e-10 1.4980622962e-14 4.0310088904e-15
 694 1.8085165948e-10 1.4902431404e-14 4.0071688369e-15
 695 1.8133121376e-10 1.4824798893e-14 3.9827678766e-15
 696 1.8182720906e-10 1.4747718891e-14 3.9579666190e-15
 697 1.8233939635e-10 1.4671184715e-14 3.9329275525e-15
 698 1.8286752256e-10 1.4595189532e-14 3.9078150515e-15
 699 1.8341133058e-10 1.4519726361e-14 3.8827953825e-15
 700 1.8397055923e-10 1.4444788075e-14 3.8580367115e-15
 701 1.8454494324e-10 1.4370367394e-14 3.8337091103e-15
 702 1.8513421326e-10 1.4296456890e-14 3.8099845637e-15
 703 1.8573809581e-10 1.4223048984e-14 3.7870369760e-15
 704 1.8635631328e-10 1.4150135946e-14 3.7650421778e-15
 705 1.8698858393e-10 1.4077709894e-14 3.7441779329e-15
 706 1.8763462184e-10 1.4005762793e-14 3.7246239450e-15
 707 1.8829413693e-10 1.3934286455e-14 3.7065618643e-15
 708 1.8896683491e-10 1.3863272539e-14 3.6901752945e-15
 709 1.8965241728e-10 1.3792712548e-14 3.6756497997e-15
 710 1.9035058134e-10 1.3722597831e-14 3.6631729107e-15
 711 1.9106102012e-10 1.3652919581e-14 3.6529341322e-15
 712 1.9178342242e-10 1.3583668836e-14 3.6451249494e-15
 713 1.9251747274e-10 1.3514836474e-14 3.6399388347e-15
 714 1.9326285132e-10 1.3446413219e-14 3.6375712548e-15
 715 1.9401923406e-10 1.3378389633e-14 3.6382196771e-15
 716 1.9478629059e-10 1.3310757631e-14 3.6420265261e-15
 717 1.9556367814e-10 1.3243515030e-14 3.6489067651e-15
 718 1.9635104750e-10 1.3176661092e-14 3.6587168161e-15
 719 1.9714804495e-10 1.3110195017e-14 3.6713112857e-15
 720 1.9795431224e-10 1.3044115945e-14 3.6865429588e-15
 721 1.9876948661e-10 1.2978422960e-14 3.7042627918e-15
 722 1.9959320073e-10 1.2913115081e-14 3.7243199060e-15
 723 2.0042508271e-10 1.2848191270e-14 3.7465615811e-15
 724 2.0126475606e-10 1.2783650428e-14 3.7708332486e-15
 725 2.0211183972e-10 1.2719491394e-14 3.7969784855e-15
 726 2.0296594799e-10 1.2655712947e-14 3.8248390074e-15
 727 2.0382669055e-10 1.2592313804e-14 3.8542546619e-15
 728 2.0469367242e-10 1.2529292621e-14 3.8850634223e-15
 729 2.0556649396e-10 1.2466647990e-14 3.9171013812e-15
 730 2.0644475085e-10 1.2404378443e-14 3.9502027432e-15
 731 2.0732803407e-10 1.2342482449e-14 3.9841998192e-15
 732 2.0821592989e-10 1.2280958414e-14 4.0189230193e-15
 733 2.0910801984e-10 1.2219804679e-14 4.0542008462e-15
 734 2.1000388072e-10 1.2159019525e-14 4.0898598891e-15
 735 2.1090308455e-10 1.2098601166e-14 4.1257248167e-15
 736 2.1180519857e-10 1.2038547755e-14 4.1616183709e-15
 737 2.1270978524e-10 1.1978857379e-14 4.1973613600e-15
 738 2.1361640219e-10 1.1919528060e-14 4.2327726524e-15
 739 2.1452460223e-10 1.1860557758e-14 4.2676691697e-15
 740 2.1543393333e-10 1.1801944364e-14 4.3018658806e-15
 741 2.1634393859e-10 1.1743685707e-14 4.3351757939e-15
 742 2.1725415624e-10 1.1685779548e-14 4.3674099521e-15
 743 2.1816411960e-10 1.1628223584e-14 4.3983774251e-15
 744 2.1907335711e-10 1.1571015444e-14 4.4278853030e-15
 745 2.1998139224e-10 1.1514152692e-14 4.4557386903e-15
 746 2.2088774356e-10 1.1457632825e-14 4.4817406987e-15
 747 2.2179192466e-10 1.1401453272e-14 4.5056924409e-15
 748 2.2269344416e-10 1.1345611395e-14 4.5273930240e-15
 749 2.2359180568e-10 1.1290104489e-14 4.5466395427e-15
 750 2.2448650783e-10 1.1234929782e-14 4.5632270732e-15
 751 2.2537704422e-10 1.1180084431e-14 4.5769486660e-15
 752 2.2626290339e-10 1.1125565526e-14 4.5875953400e-15
 753 2.2714356884e-10 1.1071370090e-14 4.5949560753e-15
 754 2.2801851899e-10 1.1017495075e-14 4.5988178074e-15
 755 2.2888722716e-10 1.0963937363e-14 4.5989654197e-15
 756 2.2974920398e-10 1.0910694136e-14 4.5952421276e-15
 757 2.3060412537e-10 1.0857763982e-14 4.5877319192e-15
 758 2.3145170699e-10 1.0805145806e-14 4.5765806215e-15
 759 2.3229166204e-10 1.0752838470e-14 4.5619358357e-15
 760 2.3312370125e-10 1.0700840784e-14 4.5439469433e-15
 761 2.3394753290e-10 1.0649151514e-14 4.5227651119e-15
 762 2.3476286280e-10 1.0597769377e-14 4.4985433020e-15
 763 2.3556939426e-10 1.0546693043e-14 4.4714362721e-15
 764 2.3636682812e-10 1.0495921133e-14 4.4416005859e-15
 765 2.3715486270e-10 1.0445452221e-14 4.4091946175e-15
 766 2.3793319385e-10 1.0395284831e-14 4.3743785579e-15
 767 2.3870151487e-10 1.0345417439e-14 4.3373144210e-15
 768 2.3945951658e-10 1.0295848474e-14 4.2981660501e-15
 769 2.4020688725e-10 1.0246576314e-14 4.2570991231e-15
 770 2.4094331262e-10 1.0197599288e-14 4.2142811596e-15
 771 2.4166847589e-10 1.0148915675e-14 4.1698815264e-15
 772 2.4238205772e-10 1.0100523707e-14 4.1240714436e-15
 773 2.4308373621e-10 1.0052421563e-14 4.0770239910e-15
 774 2.4377318688e-10 1.0004607373e-14 4.0289141142e-15
 775 2.4445008271e-10 9.9570792179e-15 3.9799186301e-15
 776 2.4511409408e-10 9.9098351272e-15 3.9302162340e-15
 777 2.4576488879e-10 9.8628730798e-15 3.8799875047e-15
 778 2.4640213205e-10 9.8161910039e-15 3.8294149112e-15
 779 2.4702548647e-10 9.7697867765e-15 3.7786828187e-15
 780 2.4763461204e-10 9.7236582233e-15 3.7279774947e-15
 781 2.4822916616e-10 9.6778031188e-15 3.6774871148e-15
 782 2.4880880358e-10 9.6322191857e-15 3.6274017694e-15
 783 2.4937317644e-10 9.5869040947e-15 3.5779134691e-15
 784 2.4992193424e-10 9.5418554646e-15 3.5292161513e-15
 785 2.5045472381e-10 9.4970708618e-15 3.4815056862e-15
 786 2.5097118936e-10 9.4525478003e-15 3.4349798828e-15
 787 2.5147097243e-10 9.4082837414e-15 3.3898384951e-15
 788 2.5195371188e-10 9.3642760936e-15 3.3462832279e-15
 789 2.5241904392e-10 9.3205222120e-15 3.3045177435e-15
 790 2.5286660205e-10 9.2770193988e-15 3.2647476672e-15
 791 2.5329601710e-10 9.2337649024e-15 3.2271805937e-15
 792 2.5370691720e-10 9.1907559176e-15 3.1920260932e-15
 793 2.5409892777e-10 9.1479895854e-15 3.1594957175e-15
 794 2.5447167151e-10 9.1054629925e-15 3.1298030059e-15
 795 2.5482476843e-10 9.0631731714e-15 3.1031634914e-15
 796 2.5515789262e-10 9.0211174717e-15 3.0797396300e-15
 797 2.5547094397e-10 8.9792946820e-15 3.0594744675e-15
 798 2.5576387962e-10 8.9377039283e-15 3.0422549358e-15
 799 2.5603665738e-10 8.8963443039e-15 3.0279666489e-15
 800 2.5628923578e-10 8.8552148694e-15 3.0164938988e-15
 801 2.5652157404e-10 8.8143146524e-15 3.0077196514e-15
 802 2.5673363208e-10 8.7736426475e-15 3.0015255417e-15
 803 2.5692537054e-10 8.7331978164e-15 2.9977918700e-15
 804 2.5709675077e-10 8.6929790870e-15 2.9963975971e-15
 805 2.5724773480e-10 8.6529853543e-15 2.9972203405e-15
